longitude,latitude,mode,mode_name,mode_num
123.380455,41.762745,公交,玉屏路砂川街(公交站),
123.367325,41.761593,公交,汪河路镜泊湖街(公交站),
123.440659,41.83189,公交,松花江街(公交站),
123.343201,41.809006,公交,北四路启工街站(公交站),
123.374817,41.797615,公交,北四路兴华街站(公交站),
123.339905,41.778961,公交,西部货运中心北站(公交站),
123.397209,41.820499,公交,黄浦江街华山路(公交站),
123.506859,41.745422,公交,沈音学院南校区南(公交站),
123.37643,41.832101,公交,塔湾家乐福(公交站),
123.466797,41.834045,公交,九一八历史博物馆(公交站),
123.438354,41.81567,公交,沈阳北站(公交站),
123.383415,41.654045,公交,辽宁反腐倡廉展览馆(公交站),
123.346405,41.653339,公交,海棠街沙柳路(公交站),
123.303078,42.031563,公交,文化广场(公交站),
122.749405,41.521915,公交,盛世御景(公交站),
123.465385,41.60696,公交,新立社区(招呼站)(公交站),
123.476181,42.053123,公交,张家堡(公交站),
123.391266,42.077232,公交,小黑台子(公交站),
123.402847,42.065815,公交,新民(公交站),
123.357544,42.070026,公交,朝五中(公交站),
123.364365,42.030315,公交,花卉(公交站),
122.85302,42.006634,公交,蜡化厂(第九小学)(公交站),
123.253128,41.820587,公交,后民(公交站),
123.342773,42.000313,公交,新农村西(公交站),
123.604546,41.672192,公交,高八寨(公交站),
123.355751,41.682774,公交,临时站(公交站),
123.45723,41.943748,公交,蒲南路孝汉东二街(公交站),
123.37178,41.770668,公交,生日城站(公交站),
123.342537,41.78043,公交,保工街南十四路站(公交站),
123.434631,41.811142,公交,华府天地南站(公交站),
123.373642,41.770859,公交,凌空二街滑翔路站(公交站),
123.362152,41.770149,公交,万科花园站(公交站),
123.335243,41.793236,公交,肇工街南十路站(公交站),
123.404755,41.816341,公交,珠江街天山路站(公交站),
123.494965,41.796944,公交,二四五医院站(公交站),
123.653465,41.81987,公交,球场车站(公交站),
123.578369,41.507881,公交,镇林牧场(公交站),
123.613548,41.739895,公交,招呼站(公交站),
123.356819,41.892609,公交,造化村(公交站),
123.362579,42.690285,公交,高家窝堡(公交站),
123.445068,41.65881,公交,智慧大街创新路(公交站),
123.346825,41.659245,公交,苏家屯妇婴医院(公交站),
123.383873,42.001297,公交,大辛(公交站),
123.434433,41.653889,公交,东软医疗(公交站),
123.30217,41.89135,公交,闸上村(公交站),
123.238518,41.82679,公交,兴盛西(公交站),
123.584572,41.809902,公交,东陵大桥(公交站),
123.405251,41.957565,公交,蒲田路地铁站(公交站),
123.262184,41.758827,公交,六号街十一号路站(公交站),
123.42981,41.931358,公交,蒲新路盛京大街(公交站),
123.431206,41.931515,公交,梧桐苑(公交站),
123.521141,41.946812,公交,沈阳市益民医院(公交站),
123.266579,41.746559,公交,浑河六街4号(公交站),
123.514755,41.923382,公交,鑫宁家园(公交站),
123.517029,41.791004,公交,凌云街(公交站),
123.340607,41.941849,公交,平罗中心校(公交站),
123.46283,41.664452,公交,智慧四街新运河路(公交站),
123.239662,41.825916,公交,中国机床城(公交站),
123.372818,41.823299,公交,食品公司站(公交站),
123.406548,41.820679,公交,昆山路珠江街站(公交站),
123.370453,41.783329,公交,云峰街南九路站(公交站),
123.352242,41.811115,公交,卫工街北三路站(公交站),
123.440132,41.793152,公交,房地产大厦站(公交站),
123.334106,41.811241,公交,美好愿景站(公交站),
123.390755,41.831657,公交,淮河街崇山路站(公交站),
123.365234,41.788528,公交,兴华公园北站(公交站),
123.421265,41.79583,公交,公安医院(公交站),
123.414551,41.802319,公交,沈医二院站(公交站),
123.451218,41.801468,公交,中街鼓楼(公交站),
123.33123,41.791565,公交,沈阳共济爱婴医院(公交站),
123.431664,41.809059,公交,青年北大街哈尔滨路(公交站),
123.302025,41.763283,公交,昆明湖街沈辽路(公交站),
123.35186,41.806877,公交,北四路卫工街站(公交站),
123.254143,41.731312,公交,水木融城(公交站),
123.480171,41.689392,公交,宏运路沈本大街站(公交站),
123.410919,41.916317,公交,沈师大北门(公交站),
123.444016,41.716965,公交,新优街世纪路站(公交站),
123.420349,41.736477,公交,中航城两河流域南门(公交站),
123.326103,41.772675,公交,冶金机械公司站(公交站),
123.34951,41.864281,公交,赤山路元江街(公交站),
123.398384,41.886711,公交,闾山路怒江北街(公交站),
123.48336,42.036098,公交,道树子(公交站),
122.771187,41.558601,公交,辽中火车站(公交站),
123.344101,41.656818,公交,大润发(晚班始发站)(公交站),
123.452126,41.81646,公交,市物价局站(公交站),
123.479431,41.82753,公交,北方客运公司(临时站)(公交站),
123.44838,41.858074,公交,金山北苑(公交站),
123.346016,41.662125,公交,花苑商场(公交站),
123.603905,41.680649,公交,万实路口(公交站),
123.327599,41.663227,公交,区公安局站(公交站),
123.333092,41.66777,公交,桂花街北青松路(公交站),
123.346153,41.677464,公交,绿茵家苑(公交站),
123.28968,41.816856,公交,东平湖路于洪职教中心(公交站),
123.338188,41.936577,公交,平罗中学(公交站),
123.365547,41.896244,公交,文大路(公交站),
123.331573,41.658421,公交,克拉生活广场(公交站),
123.332588,41.654564,公交,卫生局(公交站),
123.344933,41.657326,公交,大润发苏家屯(公交站),
123.330864,41.655148,公交,河畔三期北门(公交站),
123.332077,41.671261,公交,区路灯所(公交站),
123.620216,41.738064,公交,招呼站2(公交站),
123.331619,41.629032,公交,精锐科技(公交站),
123.481331,41.821724,公交,市骨科医院西(公交站),
123.408043,41.822124,公交,珠江街岐山路站(公交站),
123.415482,41.774319,公交,方型广场南站(公交站),
123.477745,41.838852,公交,北大营街南卡门路站(公交站),
123.42791,41.786049,公交,十三纬路三经街站(公交站),
123.40126,41.821972,公交,昆山路荆江街站(公交站),
123.385208,41.790085,公交,振工街建设大路站(公交站),
123.415947,41.7939,公交,和平大街八纬路站(公交站),
123.424919,41.807476,公交,北市场东站(公交站),
123.396843,41.804672,公交,霁虹站(公交站),
123.359741,41.805214,公交,市交通技术学校东站(公交站),
123.384705,41.802132,公交,云峰街北二路站(公交站),
123.443558,41.823227,公交,昆山路松花江街站(公交站),
123.368828,41.817215,公交,第一粮库站(公交站),
123.46357,41.748543,公交,奥林匹克公园(公交站),
123.436844,41.778301,公交,青年公园南站(公交站),
123.427361,41.764084,公交,百脑汇站(公交站),
123.380402,41.786755,公交,兴工街南七路站(公交站),
123.378723,41.783928,公交,兴工街沈辽路站(公交站),
123.450783,41.741207,公交,沈营路浑河堡站(公交站),
123.344475,41.751373,公交,汪河路大通湖街站(公交站),
123.471474,41.763695,公交,文萃路富民街站(公交站),
123.446144,41.793137,公交,市妇幼保健院(公交站),
123.388901,41.805309,公交,虹桥路爱工街站(公交站),
123.480766,41.798008,公交,大东边门站(公交站),
123.476364,41.83614,公交,合作街上园路(公交站),
123.335304,41.800049,公交,肇工街南七路站(公交站),
123.354263,41.859608,公交,湖畔新城(公交站),
123.361984,41.782635,公交,兴华街沈辽路(公交站),
123.409111,41.872334,公交,赤山路川江街站(公交站),
123.398178,41.851315,公交,红田地产站(公交站),
123.485518,41.808488,公交,龙之梦旅游度假中心(公交站),
123.43232,41.814846,公交,北站路青年大街(公交站),
123.380096,41.790241,公交,建设大路兴工街站(公交站),
123.424232,41.799805,公交,中山路三经街(公交站),
123.476463,41.743233,公交,朗云街恒达路(公交站),
123.360847,41.829449,公交,飞跃实验中学站(公交站),
123.471031,41.73547,公交,坤泰新界(临时站)(公交站),
123.391823,41.785278,公交,南五马路胜利大街站(公交站),
123.315208,41.763695,公交,南阳湖街仙女湖北路(公交站),
123.510796,41.573772,公交,陈相三角地(公交站),
123.408142,41.956974,公交,时空东街蒲田路(公交站),
123.340622,41.663689,公交,公园商场站(公交站),
123.529114,41.935192,公交,大古城街蒲裕路(公交站),
123.342773,41.665512,公交,区政府(公交站),
123.660583,41.791801,公交,链条厂(公交站),
123.267006,41.742832,公交,浑河六街十八号路(公交站),
123.422432,41.954094,公交,三盛颐景御园(公交站),
123.356972,41.915623,公交,盛京医院雍森医院(公交站),
123.346825,41.659245,公交,妇婴医院(公交站),
123.375984,41.682079,公交,中兴工商所(公交站),
123.519211,41.832802,公交,东毛君屯(公交站),
123.262093,41.757061,公交,丽水金阳站(公交站),
123.384674,41.770271,公交,砂山体育场站(公交站),
123.382721,41.765659,公交,砂山商店站(公交站),
123.389832,41.828522,公交,淮河街宁山路站(公交站),
123.380264,41.795307,公交,云峰北街(公交站),
123.471558,41.803394,公交,大悦城东站(公交站),
123.493965,41.832108,公交,康福食品站(公交站),
123.441582,41.792168,公交,房地产大厦南站(公交站),
123.374565,41.827179,公交,中海寰宇天下西站(公交站),
123.394073,41.784325,公交,南五马路民族街站(公交站),
123.386765,41.781555,公交,东北汽配商贸中心站(公交站),
123.407074,41.789433,公交,中华路南京街站(公交站),
123.483673,41.828499,公交,联合路东辽街站(公交站),
123.418648,41.797501,公交,水务集团站(公交站),
123.413132,41.785908,公交,二0二医院站(公交站),
123.426399,41.81284,公交,市行政执法局站(公交站),
123.333824,41.794228,公交,南十路肇工街站(公交站),
123.380951,41.781818,公交,沈辽路兴工街站(公交站),
123.39872,41.814522,公交,天山路新安江街站(公交站),
123.39122,41.816364,公交,天山路同江街站(公交站),
123.416702,41.776737,公交,方型广场北站(公交站),
123.448143,41.728741,公交,浑南区医院站(公交站),
123.418724,41.732986,公交,东北气象中心站(公交站),
123.43119,41.735497,公交,临波路金阳大街站(公交站),
123.373589,41.787457,公交,云峰街南七马路站(公交站),
123.451553,41.788139,公交,五爱市场站(公交站),
123.377785,41.8018,公交,铁西区政府站(公交站),
123.412949,41.822037,公交,北行站(公交站),
123.38929,41.854546,公交,万科四季花城北二门(公交站),
123.453743,41.792332,公交,小南门(公交站),
123.435608,41.792938,公交,大西边门站(公交站),
123.487785,41.79763,公交,长安路滂江街站(公交站),
123.38871,41.82608,公交,淮河街昆山路站(公交站),
123.327881,41.825813,公交,小北一路北二路48巷(公交站),
123.347885,41.801121,公交,卫工街建设大路(南)(公交站),
123.361869,41.761963,公交,镜泊湖街汪河北路(公交站),
123.413033,41.78616,公交,二O二医院(公交站),
123.382042,41.809166,公交,兴华街小北一路站(公交站),
123.398323,41.782555,公交,铁路中学站(公交站),
123.420883,41.824997,公交,黄河大街巴山路站(公交站),
123.409363,41.795406,公交,医大一院站(公交站),
123.384361,41.767578,公交,砂阳路砂山街站(公交站),
123.395554,41.80563,公交,兴工街千姿汇站(公交站),
123.312439,41.764263,公交,山东堡站(公交站),
123.302071,41.762043,公交,沈辽路昆明湖街站(公交站),
123.406479,41.916672,公交,正良唐轩公馆(公交站),
123.485306,41.86478,公交,勤生街轩兴四路(临时站)(公交站),
123.430428,41.812275,公交,青年北大街(公交站),
123.493378,41.742653,公交,精神卫生中心(公交站),
123.466782,41.748722,公交,金水花城西(公交站),
123.350372,41.788719,公交,南十一路齐贤街(公交站),
123.482994,41.768635,公交,黄金学院(公交站),
123.385437,41.792358,公交,兴工街北四路站(公交站),
123.445396,41.851479,公交,金山路陵园街(公交站),
123.326065,41.680721,公交,鹏达电器站(公交站),
123.188835,41.836823,公交,沙陀子西(公交站),
123.524033,41.946877,公交,建设北一路虎石台大街(公交站),
123.32534,41.666512,公交,雪松开发区(公交站),
123.411095,41.822746,公交,岐山路北行站(公交站),
123.357666,41.810257,公交,北三路圣工街(公交站),
123.356705,41.786503,公交,景星街南十路(公交站),
123.398819,41.871815,公交,赤山路怒江北街(公交站),
123.399315,41.697296,公交,上河湾(公交站),
123.529114,41.931217,公交,沈北路大古城街(公交站),
123.686958,41.68058,公交,招呼站4(公交站),
123.445526,41.729118,公交,沈营路华园东路站(公交站),
123.443718,41.764915,公交,沈阳教育学院站(公交站),
123.467407,41.763832,公交,天坛小区站(公交站),
123.50248,41.773479,公交,方明街方家栏路(公交站),
123.442871,41.805283,公交,清真寺站(公交站),
123.326767,41.830044,公交,东药宿舍站(公交站),
123.364624,41.785934,公交,兴华街南十路(公交站),
123.351624,41.812119,公交,北三路卫工街(公交站),
123.434746,41.784039,公交,彩电塔(公交站),
123.40657,41.818966,公交,珠江街华山路站(公交站),
123.7192,41.984089,公交,望滨(公交站),
122.682968,41.534088,公交,卡力马(公交站),
123.135643,41.941372,公交,高台(公交站),
123.158714,41.746662,公交,森邦电气(公交站),
123.588516,41.74403,公交,招呼站1(公交站),
123.483322,41.763351,公交,文萃路丰乐二街站(公交站),
123.397362,41.882877,公交,怒江北街辉山路(公交站),
123.342323,41.660706,公交,青年桥东(公交站),
123.287735,41.741467,公交,余粮村(公交站),
123.385277,41.703423,公交,胜利大街九洲湾景汇北(公交站),
123.518166,42.046329,公交,红楼(公交站),
123.610474,42.021721,公交,沈阳市七十八中学(公交站),
123.63588,41.813519,公交,新城管理委员会(公交站),
123.352577,41.969131,公交,沟子沿南(公交站),
123.448975,41.76263,公交,纺织研究院站(公交站),
123.399033,41.691574,公交,红椿路南京街站(公交站),
123.325638,41.746025,公交,北欧云著(公交站),
122.762581,41.509716,公交,添赢汽车城(招呼站)(公交站),
123.452576,42.029366,公交,七家子(公交站),
123.484985,41.659702,公交,创新二路桃仙二街(公交站),
123.658981,41.898468,公交,马宋路下木(公交站),
123.409424,41.962059,公交,七星西街(公交站),
123.48497,41.927624,公交,鸭绿江街蒲昌路(公交站),
123.325615,41.664825,公交,丁香苑站(公交站),
123.604889,42.018017,公交,清东小区(招呼站)(公交站),
123.417618,41.80629,公交,北市场西站(公交站),
123.416168,41.892372,公交,万山路(公交站),
123.472847,41.741272,公交,圣火广场(公交站),
123.267464,41.738766,公交,中法园(公交站),
123.400932,41.765022,公交,盛发花园站(公交站),
123.420776,41.800232,公交,和平大街北七马路站(公交站),
123.422531,41.802525,公交,八一公园西站(公交站),
123.387016,41.797859,公交,北三路兴工街站(公交站),
123.465897,41.852585,公交,皇姑区政务服务中心(公交站),
123.4021,41.801788,公交,胜利大街北四马路站(公交站),
123.336433,41.761253,公交,惠泽园小区站(公交站),
123.426659,41.80492,公交,市府大路三经街站(公交站),
123.400505,41.920528,公交,沈阳航空航天大学站(公交站),
123.396561,41.823177,公交,昆山路怒江街站(公交站),
123.374771,41.769737,公交,滑翔路凌空二街站(公交站),
123.485313,41.864922,公交,勤生街轩业四路(临时站)(公交站),
123.426178,41.817986,公交,嫩江街昆山路(公交站),
123.482597,41.804543,公交,龙之梦会展中心站(公交站),
123.291397,42.036953,公交,茨榆大队(公交站),
123.366455,41.930431,公交,上蒲河东(公交站),
123.579361,42.035305,公交,小洋河(公交站),
123.485229,41.999084,公交,郎家寺村(公交站),
123.437141,42.050972,公交,营盘(公交站),
123.337807,42.022419,公交,东拉拉屯(公交站),
123.169495,41.972038,公交,老边北(公交站),
123.349106,41.840698,公交,二手车市场(公交站),
123.559952,41.891766,公交,中南陶瓷城(公交站),
123.448059,41.946064,公交,新湖仙林金谷(公交站),
123.308441,41.889465,公交,亚文购物中心(公交站),
123.502693,42.044659,公交,五五村(公交站),
123.212868,41.780422,公交,青华商业管理学校(公交站),
123.622917,41.685242,公交,尚盈丽都(公交站),
123.361343,41.807316,公交,保工街北三路站(公交站),
123.379082,41.794727,公交,云峰街北四路站(公交站),
123.325211,41.792725,公交,南十一路重工街(公交站),
123.337769,41.794788,公交,启工街南十路(公交站),
123.348816,41.803223,公交,卫工街建设大路站(公交站),
123.426399,41.832447,公交,辽宁中医站(公交站),
123.42247,41.782978,公交,领事馆站(公交站),
123.38855,41.813,公交,北一东路65号站(公交站),
123.348267,41.752777,公交,碧桂园公交场站(公交站),
123.470917,41.731823,公交,辽宁省艺术学校(公交站),
123.340607,41.755116,公交,细河南路大通湖街西(公交站),
123.422523,41.812157,公交,皇寺广场站(公交站),
123.372215,41.769428,公交,生日城东站(公交站),
123.502365,41.910572,公交,朱尔屯(公交站),
123.320374,42.04121,公交,光荣西(公交站),
123.374603,42.064819,公交,农场(公交站),
123.236092,41.947605,公交,永光村(公交站),
123.393616,41.931355,公交,瀚博皇家御院(地铁口)(公交站),
123.668068,41.907444,公交,马宋路中木(公交站),
123.421432,41.680611,公交,黑牛财富(公交站),
123.328491,41.833401,公交,中南旭辉和樾(公交站),
123.366631,42.122246,公交,沙岗子村(公交站),
123.318769,42.111688,公交,房身(公交站),
123.538399,41.701214,公交,南岭村委会(公交站),
123.34993,41.691422,公交,吉水暖气(公交站),
123.442238,41.679604,公交,全运三路智慧大街站(公交站),
123.383896,41.79921,公交,北三路云峰街站(公交站),
123.424232,41.794609,公交,沈阳日报社站(公交站),
123.462997,41.841473,公交,金辉天鹅湾(公交站),
123.391876,41.959068,公交,瀚博三期(公交站),
123.452095,41.819813,公交,小北关街二〇二巷(公交站),
123.354866,41.78812,公交,兴顺街南十路(公交站),
123.386345,41.895802,公交,青城北路怒江北街(公交站),
123.463043,41.763973,公交,文萃路天坛一街(公交站),
123.329948,41.649204,公交,丁香街沙柳路南(公交站),
123.449776,41.916664,公交,蓝湾街陵园北街(公交站),
123.538162,41.74115,公交,苏宁浑南物流一期(公交站),
123.38018,41.901997,公交,文大路甘河街(公交站),
123.538277,41.741215,公交,苏宁浑南物流中心一期(公交站),
123.517952,41.950077,公交,虎石台公交枢纽(公交站),
123.591576,41.946877,公交,丽水湾(公交站),
123.26107,41.730984,公交,小于村委会(公交站),
123.70314,41.982025,公交,南三家子(公交站),
123.465744,41.797337,公交,大东车库站(公交站),
123.455788,41.741783,公交,中国女人街(临时站)(公交站),
123.576546,41.747246,公交,招呼站(公交站),
123.436661,41.787083,公交,顺通食街站(公交站),
123.454239,41.846622,公交,富丽阳光南区(公交站),
123.380486,41.741386,公交,马总花园(公交站),
123.384933,41.854359,公交,北陵法庭(公交站),
123.45797,41.76413,公交,南塔日杂站(公交站),
123.439133,41.814651,公交,惠工广场北站(公交站),
123.387802,41.810013,公交,新湖小区站(公交站),
123.365799,41.772308,公交,盛京医院滑翔院区站(公交站),
123.388283,41.850143,公交,万科四季花城站(公交站),
123.442268,41.761761,公交,科普公园(公交站),
123.379326,41.666908,公交,南京街会展路(公交站),
123.609772,42.032528,公交,水泥厂(公交站),
123.646988,42.094048,公交,依路(公交站),
123.54866,41.952957,公交,古城宜家三期(公交站),
123.29953,41.727123,公交,谟家新村(公交站),
123.334602,41.661884,公交,临湖公园站(公交站),
123.358833,41.886745,公交,雨晴药房(公交站),
123.461464,41.846607,公交,银山路鸭绿巷(公交站),
123.399147,41.785839,公交,市文化宫站(公交站),
123.487061,41.804409,公交,龙之梦丽晶大酒店(公交站),
123.511162,41.83897,公交,沈阳宝钢站(公交站),
123.406364,41.771126,公交,南湖公园西门站(公交站),
123.464249,41.80294,公交,东顺城街北顺城路(公交站),
123.441994,41.795078,公交,大西路奉天街站(公交站),
123.424141,41.818851,公交,昆山路嫩江街站(公交站),
123.414978,41.781147,公交,光荣街十三纬路站(公交站),
123.424614,41.782017,公交,领事馆西站(公交站),
123.333527,41.744427,公交,恒大绿洲站(公交站),
123.366753,41.76067,公交,汪河路阳光100一号路站(公交站),
123.42762,41.769619,公交,沈阳音乐学院站(公交站),
123.368935,41.795815,公交,铁西广场西站(公交站),
123.488335,41.870792,公交,沈阳职业技术学院站(公交站),
123.416809,41.831997,公交,崇山路嘉陵江街站(公交站),
123.454063,41.764248,公交,南塔公园站(公交站),
123.333694,41.828354,公交,北一路重工街站(公交站),
123.449722,41.793148,公交,南顺城路风雨坛街站(公交站),
123.359344,41.771412,公交,南滑翔路腾飞二街站(公交站),
123.491135,41.797508,公交,长安小区站(公交站),
123.378525,41.774757,公交,滑翔三小区站(公交站),
123.354774,41.773449,公交,艳粉新村站(公交站),
123.391411,41.730244,公交,新加坡城站(公交站),
123.42543,41.684448,公交,全运路沈营路站(公交站),
123.412674,41.686356,公交,红椿路高铁二街站(公交站),
123.326622,41.782135,公交,重工街勋业一路(公交站),
123.386772,41.825741,公交,第二十一中学站(公交站),
123.433617,41.840691,公交,省军区北门站(公交站),
123.426926,41.839157,公交,北陵公园站(公交站),
123.407425,41.792603,公交,南京街北二马路(公交站),
123.367767,41.863171,公交,松山路滨江街(公交站),
123.440826,41.782734,公交,西滨河路风雨坛街(公交站),
123.367119,41.795719,公交,铁西广场站(公交站),
123.435707,41.814991,公交,北站站前(公交站),
123.396507,41.745937,公交,长白三街长白北路(公交站),
123.303482,41.767395,公交,星海路黔灵湖街(公交站),
123.443726,41.85096,公交,陵园西街(公交站),
123.34182,41.787754,公交,卫工街南十二路站(公交站),
123.464043,41.808392,公交,白塔路(公交站),
123.346626,41.835407,公交,昆山路宠物市场(公交站),
123.494576,41.634289,公交,桃仙国际机场(公交站),
123.399246,41.792725,公交,沈阳站(公交站),
123.414612,41.658955,公交,创新路沈营大街(公交站),
123.489273,41.830597,公交,新颖宾馆(公交站),
123.511139,41.8134,公交,二零一(公交站),
123.51088,41.828617,公交,铁路物资公司(公交站),
123.257431,41.732735,公交,中央大街二十一号路(公交站),
123.321442,41.831448,公交,黄河汽车公司站(公交站),
123.469093,41.679443,公交,绿城全运村站(公交站),
123.37912,41.895672,公交,青城北路甘河街(公交站),
123.415459,41.888603,公交,沈阳医学院站(公交站),
123.45401,41.682072,公交,智慧二街全运路(公交站),
123.230461,41.74395,公交,滨河社区b区(公交站),
123.238274,41.740662,公交,沃达花园酒店(公交站),
123.432266,41.922142,公交,蒲城路蓝湾街(公交站),
123.392204,41.893009,公交,怒江北街青城山路(公交站),
123.354073,41.867973,公交,美的城西门(公交站),
123.335144,41.782978,公交,劳动公园西站(公交站),
123.407341,41.748569,公交,丽岛路长白四街(公交站),
123.516808,41.81295,公交,二〇五(公交站),
123.312035,41.773468,公交,洪湖一街商业一街(公交站),
123.328758,41.76445,公交,大通湖街仙女湖路(公交站),
123.389046,41.876892,公交,华邑世纪城二期(公交站),
123.512444,41.697285,公交,全运南路(公交站),
123.49408,41.63311,公交,桃仙机场T3航站楼(公交站),
123.401474,41.876431,公交,千山西路规划街(公交站),
123.489815,41.745346,公交,恒达路朗明街西(公交站),
123.322479,41.782284,公交,壮工街勋业三路(公交站),
123.393776,41.89241,公交,青城山路怒江北街(公交站),
123.506607,41.837059,公交,联合路东建街站(公交站),
123.41169,41.837067,公交,长江街泰山路站(公交站),
123.378372,41.778355,公交,诗波特小区站(公交站),
123.362,41.789875,公交,南八路中国家具城(公交站),
123.372406,41.917267,公交,怒江北街正良五路(公交站),
123.546555,41.701496,公交,孙家寨(公交站),
122.765671,41.51656,公交,区政府(公交站),
123.492126,41.846012,公交,二台子街观泉路站(公交站),
123.437004,41.821213,公交,沈阳北站北站(公交站),
123.47744,41.853306,公交,望花立交桥北站(公交站),
123.385834,41.813503,公交,重型文化广场站(公交站),
123.387154,41.765282,公交,砂山货运站(公交站),
123.435081,41.767372,公交,彩电中心(公交站),
123.364815,41.868969,公交,赤山路滨江街东(公交站),
123.391678,41.723747,公交,格林英郡(公交站),
123.442268,41.761845,公交,科普公园东(公交站),
123.396034,41.785732,公交,太原街南五马路站(公交站),
123.388924,41.824543,公交,华山路淮河街站(公交站),
